arm,run_index,status,model,decision_mode,selected_candidate_id,selected_measurement_id,selected_experiment_id,intervention_family,chemistry_applicability_status,shared_shape_use,admissibility_rule_id,chemistry_domain_violation,unsupported_shortcut,hypothesis_discrimination,voi_score,selected_is_in_tied_top_set,n_cards_removed_by_gate,tool_calls,mandatory_tool_executed,prompt_tokens,completion_tokens,total_tokens,llm_latency_s,recommendation_id,pre_enforcement_payload_hash,input_hash,prompt_hash,candidate_set_hash,run_dir
V5_FULL,1,ok,gpt-5.6-luna,committed_experiment,S1C51,M-SWEEP,S1C51::M-SWEEP,dual_axis_resin_modified,modified_chemistry_unvalidated,verification_only,admissible_direct_shape_verification_measurement,False,False,1.0,0.6875,True,64,3,True,171931,8389,180320,173.164,EXP_V5_20260923T014927Z_2a788fc9b2,816289f9778615a5bd9c27da4e0e6c7493f66bbd6d89746120ef51f869e1b09f,e8b72bf46485e2aace0829ed69e5b6adf0cfc5bf42d5d2370fe3e5864e7e9197,489c66da51888dbfd528a36e0b7810c9ede4e3e38102e5735987e9a85538e4c4,54f825939d05a159b93eb39e98ccdd4d3a658b4a31fc8a5fff722770aadd24a1,results\agent_v5_condition_b\series_full_condition_b_n10\run_001
V5_FULL,2,ok,gpt-5.6-luna,discriminating_probe,S1C41,M-SWEEP,S1C41::M-SWEEP,dual_axis_resin_modified,modified_chemistry_unvalidated,verification_only,admissible_direct_shape_verification_measurement,False,False,1.0,0.6875,True,64,5,True,160308,8145,168453,154.861,EXP_V5_20260923T041951Z_409d0c89dd,816289f9778615a5bd9c27da4e0e6c7493f66bbd6d89746120ef51f869e1b09f,2f6c633f60171a96ff369c7c89f47f4a6945f58365ce752bcf8536091fbb7d8c,489c66da51888dbfd528a36e0b7810c9ede4e3e38102e5735987e9a85538e4c4,54f825939d05a159b93eb39e98ccdd4d3a658b4a31fc8a5fff722770aadd24a1,results\agent_v5_condition_b\series_full_condition_b_n10\run_002
V5_FULL,3,ok,gpt-5.6-luna,committed_experiment,S1C41,M-SWEEP,S1C41::M-SWEEP,dual_axis_resin_modified,modified_chemistry_unvalidated,verification_only,admissible_direct_shape_verification_measurement,False,False,1.0,0.6875,True,64,3,True,157016,7283,164299,139.957,EXP_V5_20260923T042522Z_47ebcb4df7,816289f9778615a5bd9c27da4e0e6c7493f66bbd6d89746120ef51f869e1b09f,8f3b130a767d0e1d72926090063e4cc008fc544253b4912b8549f1bc18d43035,489c66da51888dbfd528a36e0b7810c9ede4e3e38102e5735987e9a85538e4c4,54f825939d05a159b93eb39e98ccdd4d3a658b4a31fc8a5fff722770aadd24a1,results\agent_v5_condition_b\series_full_condition_b_n10\run_003
V5_FULL,4,ok,gpt-5.6-luna,discriminating_probe,S1C41,M-SWEEP,S1C41::M-SWEEP,dual_axis_resin_modified,modified_chemistry_unvalidated,verification_only,admissible_direct_shape_verification_measurement,False,False,1.0,0.6875,True,64,2,True,156382,8284,164666,160.534,EXP_V5_20260923T043107Z_0e8ccefb8f,816289f9778615a5bd9c27da4e0e6c7493f66bbd6d89746120ef51f869e1b09f,5b746074c530d9bee7792ed58e33736988e700a99940fb91dba639c025848667,489c66da51888dbfd528a36e0b7810c9ede4e3e38102e5735987e9a85538e4c4,54f825939d05a159b93eb39e98ccdd4d3a658b4a31fc8a5fff722770aadd24a1,results\agent_v5_condition_b\series_full_condition_b_n10\run_004
V5_FULL,5,ok,gpt-5.6-luna,committed_experiment,S1C41,M-SWEEP,S1C41::M-SWEEP,dual_axis_resin_modified,modified_chemistry_unvalidated,verification_only,admissible_direct_shape_verification_measurement,False,False,1.0,0.6875,True,64,2,True,156442,8052,164494,155.275,EXP_V5_20260923T043650Z_247cdede55,816289f9778615a5bd9c27da4e0e6c7493f66bbd6d89746120ef51f869e1b09f,fcdd9817ec4c9d9698f0e89efe70b941a5cca1f54069b068936b21133e75971f,489c66da51888dbfd528a36e0b7810c9ede4e3e38102e5735987e9a85538e4c4,54f825939d05a159b93eb39e98ccdd4d3a658b4a31fc8a5fff722770aadd24a1,results\agent_v5_condition_b\series_full_condition_b_n10\run_005
V5_FULL,6,ok,gpt-5.6-luna,committed_experiment,S1C41,M-SWEEP,S1C41::M-SWEEP,dual_axis_resin_modified,modified_chemistry_unvalidated,verification_only,admissible_direct_shape_verification_measurement,False,False,1.0,0.6875,True,64,4,True,158554,7949,166503,154.899,EXP_V5_20260923T044252Z_20b415489a,816289f9778615a5bd9c27da4e0e6c7493f66bbd6d89746120ef51f869e1b09f,7a000748d239eeaf4e8fba354f703d61613b154403e8caa672479ce5b0398b9f,489c66da51888dbfd528a36e0b7810c9ede4e3e38102e5735987e9a85538e4c4,54f825939d05a159b93eb39e98ccdd4d3a658b4a31fc8a5fff722770aadd24a1,results\agent_v5_condition_b\series_full_condition_b_n10\run_006
V5_FULL,7,ok,gpt-5.6-luna,committed_experiment,S1C41,M-SWEEP,S1C41::M-SWEEP,dual_axis_resin_modified,modified_chemistry_unvalidated,verification_only,admissible_direct_shape_verification_measurement,False,False,1.0,0.6875,True,64,4,True,158573,8367,166940,161.237,EXP_V5_20260923T044843Z_b3d03a9f1b,816289f9778615a5bd9c27da4e0e6c7493f66bbd6d89746120ef51f869e1b09f,fc2da177b16af19f573b15ce66577c7d1ec1d0dcc6ddb9ed5d84a244acc3000e,489c66da51888dbfd528a36e0b7810c9ede4e3e38102e5735987e9a85538e4c4,54f825939d05a159b93eb39e98ccdd4d3a658b4a31fc8a5fff722770aadd24a1,results\agent_v5_condition_b\series_full_condition_b_n10\run_007
V5_FULL,8,ok,gpt-5.6-luna,committed_experiment,S1C41,M-SWEEP,S1C41::M-SWEEP,dual_axis_resin_modified,modified_chemistry_unvalidated,verification_only,admissible_direct_shape_verification_measurement,False,False,1.0,0.6875,True,64,2,True,156735,7863,164598,150.446,EXP_V5_20260923T045439Z_6b02f66ab7,816289f9778615a5bd9c27da4e0e6c7493f66bbd6d89746120ef51f869e1b09f,334bc4dc48e7c72d4e1c01cb12fa4f28cc5bdf63dd6a81eeb6104a5080073fbb,489c66da51888dbfd528a36e0b7810c9ede4e3e38102e5735987e9a85538e4c4,54f825939d05a159b93eb39e98ccdd4d3a658b4a31fc8a5fff722770aadd24a1,results\agent_v5_condition_b\series_full_condition_b_n10\run_008
V5_FULL,9,ok,gpt-5.6-luna,discriminating_probe,S1C41,M-SWEEP,S1C41::M-SWEEP,dual_axis_resin_modified,modified_chemistry_unvalidated,verification_only,admissible_direct_shape_verification_measurement,False,False,1.0,0.6875,True,64,2,True,156497,7992,164489,154.469,EXP_V5_20260923T050031Z_a72f855a6d,816289f9778615a5bd9c27da4e0e6c7493f66bbd6d89746120ef51f869e1b09f,42503e34650a34bc40badecb90b65be5729a167d71965b74a5735a4b92899588,489c66da51888dbfd528a36e0b7810c9ede4e3e38102e5735987e9a85538e4c4,54f825939d05a159b93eb39e98ccdd4d3a658b4a31fc8a5fff722770aadd24a1,results\agent_v5_condition_b\series_full_condition_b_n10\run_009
V5_FULL,10,failed,gpt-5.6-luna,,,,,,,,,,,,,,,,,,,,,,,,,,results\agent_v5_condition_b\series_full_condition_b_n10\run_010
