arm,run_index,status,model,decision_mode,selected_candidate_id,selected_measurement_id,selected_experiment_id,intervention_family,chemistry_applicability_status,shared_shape_use,admissibility_rule_id,chemistry_domain_violation,unsupported_shortcut,hypothesis_discrimination,voi_score,selected_is_in_tied_top_set,n_cards_removed_by_gate,tool_calls,mandatory_tool_executed,prompt_tokens,completion_tokens,total_tokens,llm_latency_s,recommendation_id,pre_enforcement_payload_hash,input_hash,prompt_hash,candidate_set_hash,run_dir
V5_FULL,1,ok,gpt-5.6-luna,committed_experiment,S1C41,M-HOLD-120,S1C41::M-HOLD-120,dual_axis_resin_modified,modified_chemistry_unvalidated,verification_only,admissible_direct_drift_measurement,False,False,0.666667,0.6925,True,64,5,True,150609,8297,158906,284.381,EXP_V5_20260922T055806Z_252dcfd083,21c08bfe7dd0908de0d1fa33fab7c4a5334df391dce60b807c4331d6055cee9c,9f1468376831c802544465bd3fb448c960ab3c2c2732f2323fb4d8ad495dc84b,489c66da51888dbfd528a36e0b7810c9ede4e3e38102e5735987e9a85538e4c4,54f825939d05a159b93eb39e98ccdd4d3a658b4a31fc8a5fff722770aadd24a1,results\agent_v5\series_full_n10\run_001
V5_FULL,2,ok,gpt-5.6-luna,committed_experiment,S1C41,M-HOLD-120,S1C41::M-HOLD-120,dual_axis_resin_modified,modified_chemistry_unvalidated,verification_only,admissible_direct_drift_measurement,False,False,0.666667,0.6925,True,64,5,True,150757,8309,159066,252.741,EXP_V5_20260922T060713Z_e1780d22c5,21c08bfe7dd0908de0d1fa33fab7c4a5334df391dce60b807c4331d6055cee9c,687cfe23df624e0d34b85f8d321c8d9abd0faa502b7156adea3ad7673319df84,489c66da51888dbfd528a36e0b7810c9ede4e3e38102e5735987e9a85538e4c4,54f825939d05a159b93eb39e98ccdd4d3a658b4a31fc8a5fff722770aadd24a1,results\agent_v5\series_full_n10\run_002
V5_FULL,3,ok,gpt-5.6-luna,committed_experiment,S1C41,M-HOLD-120,S1C41::M-HOLD-120,dual_axis_resin_modified,modified_chemistry_unvalidated,verification_only,admissible_direct_drift_measurement,False,False,0.666667,0.6925,True,64,5,True,151873,8242,160115,290.304,EXP_V5_20260922T061727Z_af60532ee4,21c08bfe7dd0908de0d1fa33fab7c4a5334df391dce60b807c4331d6055cee9c,378121331c5cee15a56f16d5abfb7213a2b4b4a35715250a318d70822d57866a,489c66da51888dbfd528a36e0b7810c9ede4e3e38102e5735987e9a85538e4c4,54f825939d05a159b93eb39e98ccdd4d3a658b4a31fc8a5fff722770aadd24a1,results\agent_v5\series_full_n10\run_003
V5_FULL,4,ok,gpt-5.6-luna,committed_experiment,S1C41,M-HOLD-120,S1C41::M-HOLD-120,dual_axis_resin_modified,modified_chemistry_unvalidated,verification_only,admissible_direct_drift_measurement,False,False,0.666667,0.6925,True,64,5,True,165184,8234,173418,305.327,EXP_V5_20260922T062718Z_821b5911ea,21c08bfe7dd0908de0d1fa33fab7c4a5334df391dce60b807c4331d6055cee9c,6913766e6fb37ec08f6a7ba8521e4aaaefd158f698a09f1081175f41d4f1e4b8,489c66da51888dbfd528a36e0b7810c9ede4e3e38102e5735987e9a85538e4c4,54f825939d05a159b93eb39e98ccdd4d3a658b4a31fc8a5fff722770aadd24a1,results\agent_v5\series_full_n10\run_004
V5_FULL,5,ok,gpt-5.6-luna,committed_experiment,S1C41,M-HOLD-120,S1C41::M-HOLD-120,dual_axis_resin_modified,modified_chemistry_unvalidated,verification_only,admissible_direct_drift_measurement,False,False,0.666667,0.6925,True,64,2,True,147758,7548,155306,228.319,EXP_V5_20260922T063538Z_821a013dc3,21c08bfe7dd0908de0d1fa33fab7c4a5334df391dce60b807c4331d6055cee9c,fce1446fb061088e847ed07c15307fce00411190aabcd33a48eb87a5edbd4fc4,489c66da51888dbfd528a36e0b7810c9ede4e3e38102e5735987e9a85538e4c4,54f825939d05a159b93eb39e98ccdd4d3a658b4a31fc8a5fff722770aadd24a1,results\agent_v5\series_full_n10\run_005
V5_FULL,6,ok,gpt-5.6-luna,committed_experiment,S1C41,M-HOLD-120,S1C41::M-HOLD-120,dual_axis_resin_modified,modified_chemistry_unvalidated,verification_only,admissible_direct_drift_measurement,False,False,0.666667,0.6925,True,64,3,True,149017,7816,156833,241.847,EXP_V5_20260922T064326Z_fe19f7ce43,21c08bfe7dd0908de0d1fa33fab7c4a5334df391dce60b807c4331d6055cee9c,143dd77bc0e3015b06a9b2f15fb31bd24392a04bc9154f1a0fdfe1bb4da9911d,489c66da51888dbfd528a36e0b7810c9ede4e3e38102e5735987e9a85538e4c4,54f825939d05a159b93eb39e98ccdd4d3a658b4a31fc8a5fff722770aadd24a1,results\agent_v5\series_full_n10\run_006
V5_FULL,7,ok,gpt-5.6-luna,committed_experiment,S1C41,M-HOLD-120,S1C41::M-HOLD-120,dual_axis_resin_modified,modified_chemistry_unvalidated,verification_only,admissible_direct_drift_measurement,False,False,0.666667,0.6925,True,64,5,True,150705,8095,158800,178.451,EXP_V5_20260922T065308Z_3d13c91ce3,21c08bfe7dd0908de0d1fa33fab7c4a5334df391dce60b807c4331d6055cee9c,1564d378ce93ca9c021079e6e78d944c5a04fd072bf67d940ffa3d187ce85611,489c66da51888dbfd528a36e0b7810c9ede4e3e38102e5735987e9a85538e4c4,54f825939d05a159b93eb39e98ccdd4d3a658b4a31fc8a5fff722770aadd24a1,results\agent_v5\series_full_n10\run_007
V5_FULL,8,ok,gpt-5.6-luna,committed_experiment,S1C41,M-HOLD-120,S1C41::M-HOLD-120,dual_axis_resin_modified,modified_chemistry_unvalidated,verification_only,admissible_direct_drift_measurement,False,False,0.666667,0.6925,True,64,4,True,150618,8052,158670,216.961,EXP_V5_20260922T070115Z_cb0d65290e,21c08bfe7dd0908de0d1fa33fab7c4a5334df391dce60b807c4331d6055cee9c,319dee4694a28d498968b757281d2dd32c80000a64eae9255e899106c0f33a4a,489c66da51888dbfd528a36e0b7810c9ede4e3e38102e5735987e9a85538e4c4,54f825939d05a159b93eb39e98ccdd4d3a658b4a31fc8a5fff722770aadd24a1,results\agent_v5\series_full_n10\run_008
V5_FULL,9,ok,gpt-5.6-luna,committed_experiment,S1C41,M-HOLD-120,S1C41::M-HOLD-120,dual_axis_resin_modified,modified_chemistry_unvalidated,verification_only,admissible_direct_drift_measurement,False,False,0.666667,0.6925,True,64,2,True,148098,7661,155759,328.155,EXP_V5_20260922T072142Z_8cac98abd1,21c08bfe7dd0908de0d1fa33fab7c4a5334df391dce60b807c4331d6055cee9c,a04489c75103adc04862e1457e705409c0770ac36b3045f43c5968f0c20edba8,489c66da51888dbfd528a36e0b7810c9ede4e3e38102e5735987e9a85538e4c4,54f825939d05a159b93eb39e98ccdd4d3a658b4a31fc8a5fff722770aadd24a1,results\agent_v5\series_full_n10\run_009
V5_FULL,10,ok,gpt-5.6-luna,committed_experiment,S1C41,M-HOLD-120,S1C41::M-HOLD-120,dual_axis_resin_modified,modified_chemistry_unvalidated,verification_only,admissible_direct_drift_measurement,False,False,0.666667,0.6925,True,64,5,True,150894,8406,159300,285.747,EXP_V5_20260922T073132Z_5bf555b933,21c08bfe7dd0908de0d1fa33fab7c4a5334df391dce60b807c4331d6055cee9c,85df7b5c72945339d97cfe088d47c82679da2cb1ea8d951a13c18b5ae67c7f96,489c66da51888dbfd528a36e0b7810c9ede4e3e38102e5735987e9a85538e4c4,54f825939d05a159b93eb39e98ccdd4d3a658b4a31fc8a5fff722770aadd24a1,results\agent_v5\series_full_n10\run_010
